,title,link,date,news
406,"식약처, 14개 국가표준실험실 지정·운영",http://www.aflnews.co.kr/news/articleView.html?idxno=165141,2019.12.30,"['\n[농수축산신문=박현렬 기자]\xa0식품의약품안전처는 식·의약품 검사의 국제 수준 객관적 신뢰도 확보를 위해 식·의약품분야 24개 항목에 대한 14개 국가표준실험실을 지정·운영한다.식약처는 30일 국가표준실험실을 지정할 수 있는 법적 기반 마련을 위해 지난 6월 ‘식품·의약품분야 시험·감사 등에 관한 법률 시행규칙’을 개정했다며 지난 2일에는 ‘식약처 국가표준실험실 지정 및 관리에 관한 업무처리 규정’을 제정했다고 밝혔다.국가표준실험실은 식·의약품 시험·검사의 최상위 실험실로 국제수준의 검사체계를 확보해 공인시험법 개발·검증과 국내·외 검사결과 논란이 발생할 경우 최종판정 역할을 수행한다.식·의약품분야 국가표준실험실은 총 14개 실험실로, 식품의약품안전평가원 9개 실험실과 지방식약청 5개 실험실로 나뉜다.지정범위는 △사회적 이슈 발생 항목 △위해도가 높은 항목 △부적합이 많은 항목으로 GMO(유전자변형식품) 등 총 24개이다.향후 국제적으로 시험·검사능력을 인정(ISO17025)받은 민간검사기관에 대해서도 국가표준실험실 지정을 확대할 계획이다.식약처 관계자는 “국가표준실험실 지정을 통해 해외기관과의 국제협력 등의 역할을 수행함으로써 국가 위상이 향상될 것으로 기대한다”며 “검사 신뢰성과 품질 향상을 위해 최선을 다하겠다”고 밝혔다. ']"
407,농식품 수출기업 역량진단 &apos;닥터씨앗&apos; 참가업체 모집,http://www.aflnews.co.kr/news/articleView.html?idxno=164904,2019.12.19,"['\n[농수축산신문=박현렬 기자]\xa0농림축산식품부와 한국농수산식품유통공사(aT)는 지난 17일부터 농식품 수출기업의 역량진단 사업인 닥터씨앗의 참여업체를 연중 모집하고 있다.농식품 수출기업 육성을 위해 진행되는 닥터씨앗 사업은 신청업체에 직접 방문해 수출에 필요한 역량을 집중적으로 분석해주는 사업이다. 역량조사를 받은 수출업체는 수출초보인\xa0△씨앗 △발아 △생장 △성숙 △열매 등 총 5개 유형으로 분류돼 업체별로 필요한 역량에 따라 적합한 수출지원사업 안내를 받게 된다.올해 진행된 닥터씨앗 사업을 통해 1단계 ‘씨앗’ 기업인 A사는 맞춤형 컨설팅을 통해 처음으로 베트남에 버섯을 수출했다.또한 마케팅능력이 필요했던 3단계 ‘생장’ 기업 B사는 캄보디아에서 스타콘텐츠를 활용한 마케팅으로 홍보성과를 거둬 사과증류주 수출이 지난해 대비 14% 증가했다.내년부터는 aT에서 운영 중인 수출업체종합지원시스템의 해외시장 개척맵 메뉴를 통해 직접 자사의 강점과 약점, 타깃시장에 대한 맞춤정보를 제공 받을 수 있어 해외진출 전략수립에 도움이 될 전망이다.닥터씨앗 역량진단 사업은 농식품을 수출하고 있거나 수출을 준비하는 기업이면 누구나 무료로 신청할 수 있다. 자세한 내용은 aT 수출업체종합지원시스템의 공지사항을 참고하거나 aT수출기업육성부로 연락하면 된다. ']"
408,GMP 준수여부 불시에 조사·평가,http://www.aflnews.co.kr/news/articleView.html?idxno=164900,2019.12.19,"['\n[농수축산신문=박현렬 기자]\xa0식품의약품안전처는 안전하고 우수한 건강기능식품을 제조하기 위해 영업자가 준수해야 할 우수건강기능식품 제조기준(GMP)의 평가방법·시설기준을 개정해 지난 18일부터 시행하고 있다.주요 개정 내용은 △GMP 준수여부 불시 조사·평가와 현장기술 지도 도입 △GMP 평가에 HACCP(안전관리인증기준) 평가 결과 반영 △공조시설 및 작업장 밝기 등 시설기준 명확화 등이다.GMP제도의 신뢰성과 실효성을 확보하기 위해 영업자에게 평가일정을 미리 알리지 않고 조사·평가할 수 있도록 불시평가 방식으로 개선했다.또한 GMP 적용능력을 높이고 GMP 평가결과 부적합 항목을 즉시 개선할 수 있도록 현장기술지도를 도입했다.아울러 식품전문기업의 건강기능식품제조업 진입을 지원하고자 시설평가, 제조위생기준서 등의 HACCP 평가결과를 연계해 GMP 조사·평가에 반영할 수 있도록 개정했다.제조공정의 특성에 따라 공기정화 및 온·습도 조절방식을 다르게 정할 수 있도록 공조시설 설치 기준에 유연성을 부여하는 한편 조명 밝기에도 명확한 기준을 마련했다.식약처 관계자는 “국내 건강기능식품 산업이 품질경쟁력을 갖추고 소비자가 안전하고 우수한 기능성을 가진 건강기능식품을 제공 받을 수 있도록 GMP제도를 개선해 나가겠다”고 밝혔다.우수건강기능식품 제조기준 개정 상세내용은 식약처 홈페이지에서 확인 가능하다. ']"
409,‘한 눈에 보는 영양표시 가이드라인’ 발간,http://www.aflnews.co.kr/news/articleView.html?idxno=164817,2019.12.18,"['\n[농수축산신문=박현렬 기자]\xa0식품의약품안전처는 지난 16일 영양성분 표시방법 등을 쉽게 설명한 ‘한 눈에 보는 영양표시 가이드라인’을 배포한다고 밝혔다.가이드라인은 영양성분 표시를 총 10단계로 나눠 각 단계 별로 확인해야 할 사항, 자주하는 질문, 예시 등을 담아 영업자가 쉽게 표시할 수 있도록 구성했다.특히 제품의 총 내용량, 포장방법(낱개 포장)등에 따라 영양성분 표시 단위(기준)가 결정되는 만큼 의사결정도를 제시해 영업자가 어렵지 않게 판단할 수 있도록 도왔다.아울러 영양성분 표시에 필요한 1일 영양성분 기준치, 한국인 영양섭취기준 등 참고자료도 함께 제공한다.식약처는 가이드라인 제공으로 식품업체가 영양표시를 하는데 어려움이 해소될 것으로 기대하고 있으며 식품업계가 올바르게 영양을 표시할 수 있도록 관련 정보를 지속적으로 제공할 계획이다.자세한 내용은 식약처 홈페이지에서 확인할 수 있다. ']"
410,"식품연, 우수동물실험시설 지정 획득",http://www.aflnews.co.kr/news/articleView.html?idxno=164663,2019.12.13,"['\n[농수축산신문=박현렬 기자]\xa0한국식품연구원은 실험동물연구동이 식품의약품안전처에서 주관하는 우수동물실험시설로 지정돼 지난 12일 이를 기념하기 위해 현판식<사진>을 개최했다.현재까지 식약처에 등록된 전국 454개의 실험동물시설 중 식품연을 포함한 15개 기관만이 우수동물실험시설로 지정돼 있으며 전북지역의 동물실험시설 중에서는 최초로 지정되는 쾌거를 이뤘다.식품연 실험동물연구동은 2017년 11월 개소 이래 건강한국실현을 위한 식품소재 연구개발의 핵심 인프라로 자리매김했다.\xa0식품연은 동물실험시설 내 첨단영상촬영장비, 행동분석장비, 미세수술장비 등을 구축하고 동물모델제작을 통해 식품에 관한 다양한 연구를 진행하고 있다.또한 동물실험시설은 2578㎡ 규모로 최신 공조시스템, 터보냉동기 및 보일러 등 핵심시설이 구축돼 있으며 청정도를 효율적으로 유지할 수 있도록 중앙제어시스템을 통한 실시간 환경모니터링이 가능하도록 설계됐다.최근에는 마이크로비옴과 식품의 연관성을 규명하는 연구 수행을 위해 무균동물사육시설을 국내 다섯 번째로 도입해 무균동물을 생산하고 있다. 뿐만 아니라 노토바이오틱 동물 실험 전용의 특수 사육장치를 구축해 관련 연구에 활용하고 있다.식품연 동물실험시설은 전문적인 인프라를 중심으로 수의학적 관리와 효율적인 사육시스템을 바탕으로 한 체계적인 동물실험을 지원하고 있다.한편 이날 실험동물의 넋을 기리는 위령패 현수식을 동시에 개최함으로써 연구윤리와 생명존중에 대한 인식을 다시 한 번 고취시키고 전 직원이 윤리적인 동물실험을 수행할 것을 다짐하는 의미 있는 행사도 열렸다.김재호 식품연 산업지원연구본부장은 “우수동물실험시설로 지정된 것은 식품연에서 수행하는 동물실험에 대한 윤리성과 신뢰성을 공식적으로 인정받았다는 의미”라며 “식품연은 과학적이고 윤리적인 동물실험을 통해 식품과학 연구 발전을 위해 지속적으로 노력하겠다”고 밝혔다. ']"
411,매장탐방 | 관악농협 로컬푸드 직매장,http://www.aflnews.co.kr/news/articleView.html?idxno=164096,2019.12.12,['\n']
412,"한식산업 성장, 외식트렌드 변화에 집중해야",http://www.aflnews.co.kr/news/articleView.html?idxno=164458,2019.12.10,"['\n[농수축산신문=박현렬 기자]\xa0한식산업 성장을 도모하기 위해서는 국내, 국외 외식 환경 변화에 따른 성장 전략을 수립해야 한다는 의견이 제기됐다.이형주 (사)한국외식경영학회 연구원은 지난 9일 서울 양재동 aT센터에서 농림축산식품부가 주최하고 한식진흥원이 주관한 2019 한식산업 포럼 ‘한식산업 지속 성장을 위한 정책포럼’에서 이 같이 밝혔다.이 연구원은 ‘한식산업 환경변화와 성장전략’ 발표를 통해 “국내 외식 트렌드는 비대면 서비스·편도족 확대, 뉴트로 감성을 활용한 제품으로 이에 대응한 성장전략을 모색해야 한다”며 “배달앱을 통한 한식 메뉴 확장, 음식 보존 방법의 전문화, 다양한 유통채널에 따른 HMR(가정간편식) 제품의 양적 성장 확대 등을 주목할 필요가 있다”고 밝혔다.그는 이어 “골목상권의 활성화를 통한 수요층 확대, 관광객 수요층 확보, SNS(사회관계망서비스)를 통한 온라인 구전 정보 확산 등 뉴트로 감성을 활용한 전략도 수립해야 한다”며 “해외에서는 현지인 입맛에 맞는 한식 HMR 제품 개발을 통해 제품 및 시장 확대를 도모해야 한다”고 설명했다.또한\xa0해외시장에서의 한식 인지도 향상과 밀레니얼 세대를 타깃으로 한 SNS 이용 전략, 실버층 제품 개발, 배달 서비스 증가를 활용한 성장 전략의 중요성도 강조했다.이날 서효동 한국산업개발연구원 본부장은 ‘한식진흥법 제정에 따른 산업 변화와 정책적 대응방안’ 발표에서 “한식진흥법 제정에 따라 한식진흥원의 전략적 기능과 역할을 재수립할 필요가 있다”며 “정책제도 수립 지원 분야는 한식산업연구조사기능 배치, 인프라조성분야는 시설인프라 구축을 중심으로 하는 인프라 고도화기능 배치, 공공사업 기획·관리·집행분야는 한식산업경쟁력강화·한식문화 확산기능을 배치할 필요가 있다”고 말했다. ']"
413,"가공식품, 완제품 구매 증가",http://www.aflnews.co.kr/news/articleView.html?idxno=164455,2019.12.10,"['\n[농수축산신문=박현렬 기자]\xa0가구당 식료품 구매액에서 가공식품이 차지하는 비율이 지속적으로 늘고 있으며, 채소 원재료 보다 완성된 반찬을 구매하는 소비자들이 증가하는 것으로 나타났다.엄하람 서울대 푸드비즈랩 연구원은 지난 9일 건설경영연구원에서 농촌진흥청 주최로 열린 ‘찾아가는 농식품 소비·트렌드 발표회’를 통해 이같이 밝혔다.엄 연구원은 “2015년 장바구니에 담긴 식품 중 가공식품이 차지하는 비율이 52%였는데 2018년 54%로 증가했다”며 “2015년 대비 2018년 가구당 신선식품 총 구매액은 28만6000원 가량 늘었지만 가공식품은 2배에 가까운 47만6000원 정도 증가했다”고 설명했다.신선식품의 경우 수산물의 구매액이 늘었으며 채소류의 구매액 비중이 감소했다. 가공식품은 기타가공식품·음료·간편식·기타신선가공식품·채소가공식품 구매액 비중이 증가했다. 반면 육류가공식품·유제품·제과류·라면·빙과류는 구매액 비중이 줄었다.그는 “연별 가구당 채소 원재료 구매횟수는 지속적으로 감소하고 있지만 연별 가구당 채소 완성 반찬 구매금액·구매횟수는 늘고 있다”며 “2015년 대비 2018년 완성 김치의 연간 구매금액과 구매횟수가 눈에 띄게 증가했으며 산채류, 엽채류도 원재료 구입 보다 반찬 구입액, 구입횟수가 월등하게 높다”고 밝혔다.더불어\xa0엄 연구원은\xa0“특정 품목군에 까다롭고 세련된 소비자들은 더 다양한 제품을 구매하고 신제품 출시에도 민감하다”며 “소비자들이 해당 제품군에 대한 관여도와 까다로운 소비 성향을 가질 수 있도록 유도해야 제품군 자체의 성장을 이끌어낼 수 있다”고 말했다.\xa0이날 김태영 글로벌리서치 이사는 ‘주요 농산물의 소비특성 및 농업인 지원방안’ 발표에서 “신선식품의 국내 생산량은 2010년 이후 큰 변화가 없지만 신선식품 구매금액은 지난해 2010~2012년 대비 1.4% 정도 감소했다”며 “신선식품의 채널별 구매 비중은 대형마트와 전통시장이 감소하고 슈퍼마켓은 증가추세”라고 밝혔다.김 이사는 “온라인 채널은 비중이 낮지만 2017년 이후 꾸준히 증가하고 있다”며 “온라인 구매가 가장 많은 품목은 감귤이며 이어 옥수수, 고구마 순”이라고 설명했다. ']"
414,군 급식분야 발전 협력 MOU,http://www.aflnews.co.kr/news/articleView.html?idxno=164453,2019.12.10,['\n[농수축산신문=박현렬 기자]\xa0한국식품연구원은 지난 6일 식품연 대회의실에서 육군 군수사령부와 대내외 급식환경 변화에 대응한 군 급식분야 발전과 역량 강화 등의 협력을 위해 업무협약을 체결<사진>했다.이번 협약은 양 기관이 군 급식 분야에 대한 상호협력을 통해 양질의 안전한 먹거리를 군 급식에 적용함으로써 군 장병의 건강을 증진하고자 마련됐다.식품연은 군수사령부와 △군 급식품목 구매요구서 작성 △전투식량 품질개선 연구 및 군 급식 가능한 신규메뉴 개발 △기타 양 기관의 관심분야 정보교류 및 지원 등을 위해 상호 협력할 계획이다.박동준 식품연 원장은 “군의 의·식·주 관련 물자를 보급하는 군수사령부와 건강한국 실현에 기여하는 식품연 간 업무협약을 통해 군 장병에게 안전하고 양질의 먹거리를 제공함으로써 전투역량 향상과 국방력 강화에 이바지 하겠다”고 밝혔다. ']
415,1인 평균 식품구입액 증가…구매 최우선 기준은 &apos;맛&apos;,http://www.aflnews.co.kr/news/articleView.html?idxno=164280,2019.12.06,"[""\n[농수축산신문=박현렬 기자]\xa0소비자들의 1인 평균 식품구입액이 지난해 보다 증가했으며 식품 구입 시 맛을 가장 중요하게 생각하는 것으로 나타났다.김상효 한국농촌경제연구원 부연구위원은 지난 6일 농경연 주최로 서울 양재동 aT센터 그랜드홀에서 열린 '2019 식품소비행태조사 결과발표대회'에서 이 같이 밝혔다.김 부연구위원은 ‘가구 내 식품소비 및 식생활 행태 분석’ 발표에서 “주 1회와 주 2~3회 식품을 구입한다는 응답이 42.1%, 41.4%로 유사했으며 가공식품, 계란, 견과류, 즉석밥, 온라인 식품의 구입주기가 지난해 대비 짧아진 반면 쌀, 채소류, 과일류, 축산, 우유 등은 지난해 대비 구입시기가 길어졌다”며 “1회 평균 식품 구입액은 지난해 보다 약 3800원 증가했으며 식품소비 지출액은 물가, 식생활 구성, 가구 구성의 변화에 민감하게 반응한다”고 말했다.그는 이어 “식품 구입 시 가장 중요하게 고려하는 기준으로 채소를 제외하고 맛을 1순위로 꼽았으며 채소는 신선도 등\xa0품질을 가장 중요하게 생각했다”며 “친환경식품을 월 1회 이상 구입해 본 경험이 있는 가구는 전체의 40% 수준으로 증가하는 추세”라고 설명했다.친환경식품을 구입하는 이유는 안전, 건강, 환경보호, 맛 순이며 안전에 대한 우려보다는 건강이나 환경보호를 목적으로 구입하는 비중이 증가하고 있는 것으로 나타났다.친환경식품의 비중은 채소류가 45.8%로 가장 높았으며 계란, 과일, 곡류, 우유 순이었다.김 부연구위원은 “HMR(가정간편식)을 2주에 1회 이상 구입하는 비중이 2017년 41.2%에서 올해 49.2%로 크게 증가했다”며 “HMR 구입 이유는 효율성, 맛, 귀찮아서, 시간 부족 순으로 나타나 비용적인 부분과 맛이 주요 구매 동기로 작용했다”고 밝혔다.온라인으로 식품을 구입한 경험이 있는 응답자는 전체의 절반 수준인 44.6%에 육박했으며 PC보다는 모바일을 통해 구입한다는 응답이 3배 이상 높은 수준인 것으로 나타났다.한편 이날 강혜정 전남대 교수는 ‘친환경식품에 대한 관심과 실제 구매행위는 어떻게 다른가?’ 발표를 통해 “친환경 식품의 소비를 확대하기 위해서는 품질개선과 다른 인증제품과의 차별성을 제고해야 한다”며 “소비자 유형별 홍보전략과 온라인 마케팅 전략을 수립하는 한편 1인 가구 시대에 맞춘 친환경 식품의 소포장화·다양화가 요구된다”고 말했다.강 교수는 이어 친환경식품 유통의 규모화 및 조직화를 통한 가격 인하 노력과 친환경농산물 인증관리 강화를 통한 신뢰성 제고도 강조했다. ""]"
416,[지상중계] 2020 농식품유통전망,http://www.aflnews.co.kr/news/articleView.html?idxno=164175,2019.12.04,"['\n[농수축산신문=박현렬, 서정학 기자]\xa0내년도 농식품 유통트렌드를 미리 살펴볼 수 있는 ‘2020 농식품유통전망’이 지난달 28일 서울 양재동 aT센터 창조룸Ⅰ에서 농림축산식품부 주최, 한국농수산식품유통공사(aT), 농수축산신문, 더 바이어, (사)한국식품유통학회 주관, 한국농식품법인연합회 후원 아래 성황리에 개최됐다.2020 식품외식산업전망대회의 Ⅲ세션으로 개최된 농식품유통전망은 내년도 백화점, 대형마트, 슈퍼마켓, 편의점 등의 전망을 업태별로 구분해 집중 분석했다. 또한 내년 국내외 식품유통업계 매장 트렌드와 SNS(사회적관계망서비스), 온라인 라스트 마일 배송 전쟁, 인플루언서와 함께하는 V커머스 성공사례로 꾸며졌다.국내외 농식품유통업계의 트렌드를 들여다 볼 수 있는 2020 농식품유통전망을 지상중계한다. <편집자 주>\xa0■ 2020년 소매유통시장 업태별 전망 - 김상우 닐슨코리아 상무유통업체들은 성장기회를 찾기 위해 올해 스피드(SPEED)에 집중했다. 식료품, 생활용품, 정기배송, 월 구독형 커피서비스 등 정기구독 서비스가 다양화됐으며 고객 편의 향상을 위한 유통업체별 간편결제 서비스 론칭과 결제 서비스가 개선됐다. 비닐 대신 종이봉투를 사용하거나 아이스팩 재활용, 친환경 제품 론칭 등 유통업계 전반에 걸쳐 친환경 트렌드가 자리 잡았다. 또한 동영상, 이미지를 활용한 콘텐츠 커머스로 다양한 커머스 방식의 진화가 이뤄졌다. 이커머스의 배달앱 진출, 배달앱의 식품·비식품 배송서비스 시작 등 배달 서비스 경쟁도 심화됐다. 내년에도 비슷한 양상이 지속될 것으로 예상된다. 소비자들이 신선식품 구매 시 가격보다 품질을 중시함에 따라 유통업체들은 품질 경쟁력 강화를 위해 구매자 리뷰·후기를 통한 품질 관리에 매진해야 한다. 또한 폐기물 감축, 유통 과정 관리 등 신선식품 유통과정에서 블록체인 기술 도입 증가로 유통 과정 투명성 강화가 요구된다. 편의식품을 활용한 신선식품 시장이 확대될 것으로 예상됨에 따라 관련 제품의 개발도 지속적으로 이뤄져야 한다. 온라인 시장 확대로 신선식품 품질·신선도 유지를 위한 콜드체인 강화, 물류센터 개선 등 빠른 배송, 물류 경쟁력 강화를 위한 노력도 요구된다.\xa0■ 2020년 국내외 식품유통업계 매장 트렌드 - 남진만 한국리서치 이사(인바이로셀 코리아 대표)글로벌 관점에서 오프라인 리테일은 PB(자사브랜드)제품을 중심으로 한 최저가 매장을 개장하고 있다. 또한 인건비에 대한 부담을 줄이기 위해 매장을 무인 자동화 형태로 전환하고 있다. 추가 적인 부담을 없애고자 직원들의 유니폼을 제작하지 않는 매장도 늘고 있다. 최소한의 비용으로 최대한의 이익을 창출하고자 박스채로 진열하는 매장도 점차 증가하는 추세다. 고객의 편의와 시간을 최적화하기 위해 옴니채널 전략을 펼치고 있으며 차별적 경험을 제공하기 위한 매장도 꾸준히 증가하고 있다. 오프라인에서 차별화된 경험을 할 수 있는 공간을 만들어야 인기를 끌 수 있다. 깜짝 놀랄만한 제품이나 가격 프로모션, 고객관점에서의 전문적인 상담, 매장을 끊임없이 변화시켜 고객의 관심을 유도해야 한다. 고객에게 매장을 커뮤니티의 장으로 활용할 수 있는 기회를 제공하고 제품과 서비스, 쇼핑과 엔터테인먼트를 결합함으로써 고객 경험을 극대화할 수 있는 방안을 모색해야 한다. 매장의 외관을 눈에 확 띄도록 구성하고 출입구 안 공간을 상품을 알릴 공간으로 활용할지, 고객들이 쉴 수 있는 공간으로 활용할지 구체적인 계획이 필요하다. 상품진열은 카테고리화가 중요하다. 또한 고객들이 계산대에 머무르는 시간을 활용할 수 있는 전략도 수립해야 한다.■ 2020 SNS 스토어 유통업계 전망 - 최창진 이지텍 총괄이사(대한SNS운영자협회 이사)밀레니얼 세대, 액티브시니어, 개인 맞춤형, 1인·2인 가구 증가, 간편결제, 5G 도입 등에 따라 이미지·동영상 검색 등이 키워드로 부각하면서 온라인 쇼핑은 점차 SNS의 커머스화가 이뤄지고 있다. 카카오 커머스는 고객 타깃팅 카카오 싱크 서비스, 해외직구사업을 위해 외부투자를 진행 중이다. 네이버페이는 지난 11월 자회사로 독립했으며 쇼핑과 금융을 결합한 원스톱 서비스를 출시할 전망이다. 페이스북은 동영상 앱 ‘라쏘’를 출시했으며 페이스북 앱 내 워치 탭을 신설했다. 또한 쇼트 폼 비디오 전용 앱 등을 토대로 페이스북 내 V커머스 기능을 강화할 방침이다. 인스타그램은 상품 보기와 구매하기 탭을 신설할 예정이며 쇼핑 컬렉션, 쇼핑 인 비디오, 비즈니스 프로필 구매하기 등 쇼핑 관련 기능을 업데이트할 계획이다. SNS커머스 기업이 성장하는 이유는 시장과 고객의 움직임과 반응을 실시간으로 확인 할 수 있기 때문이다. 내년에 SNS 스토어는 트렌디한 중년 문화를 만들고 있는 40~50대가 장악할 전망이다. 40~50대의 1인 가구 소비가 늘고 있으며 주52시간 근무제 실시와 여가 관련 소비가 증가할 것으로 예상되기 때문이다. 이에 자사 브랜드의 감각적 디자인과 PB제품 개발 등 브랜딩에 초점을 맞춰야 한다.\xa0■ 온라인 라스트 마일 배송 전쟁 - 천동암 aT농식품유통교육원 유통연구소 교수라스트마일은 유통·물류 분야에서 거점(마지막 배송창고)으로부터 고객에게 전달되는 마지막 배송 단계를 의미한다. 라스트마일은 가장 비용이 많이 들고 비효율적인 단계로 소비자 불만이 가장 많이 발생한다. 이에 라스트마일 배송 혁신은 온라인 쇼핑의 단점을 획기적으로 개선해 성장세 가속화를 견인하고 있다. 아마존은 미국에서만 화물기 42대를 보유하며 자체 배송 시스템을 늘리고 있다. 축구장 20개 크기의 물류센터 75개를 기반으로 ‘쇼핑 위드 아마존’이라는 이름의 자체 배송 서비스를 준비 중이다. 알리바바는 온·오프라인 물류 결합, 스마트 물류 시스템을 융합했다. QR코드로 제품을 주문하고 알리페이로 결제하면 3km 이내 지역은 30분 내 배송이 가능한 허마솅션 매장을 만들었다. 한국판 아마존인 쿠팡은 대규모 투자로 라스트 마일 서비스를 선도하고 있으며 온라인쇼핑 업체들이나 전통 소매 유통업체들도 유사한 서비스를 선보이며 치열한 경쟁을 펼치고 있다. 쿠팡은 2014년 멤버십을 통한 익일배송(로켓배송) 서비스를 최초로 선보였으며 이후 해외직구, 당일배송, 무료반품, 새벽배송, 음식배달 서비스(쿠팡이츠)등을 시행했다. 적자에도 불구하고 아마존과 같은 시장 지배자를 목표로 대대적인 물류시스템 투자를 지속하고 있다.\xa0■ 인플루언서와 함께하는 V커머스 성공사례 - 정해준 온라인광고분쟁조정위원회 자문위원인플루언서들은 연예인도 셀러브리티도 아니지만 팔로워들의 소비활동에 영향을 주고 있다. 픽업에 따르면 밀레니얼 세대 92%가 셀러브리티 보다 인플루언서를 더 신뢰하는 것으로 나타났다. 인플루언서를 광고에 활용할 경우 도달 팔로워의 참여 정도를 파악해야 한다. 또한 어뷰징 작업 여부를 판가름할 수 있는 로봇 의심 계정에 대한 판독도 필요하다. 10만 이상의 팔로워를 보유한 인플루언서의 경우 팔로워의 20% 정도가 한국인이다. 나머지는 80%는 외국인이라는 얘기다. 이에 어떤 부분을 광고할지 명확하게 계획을 수립한 후 그에 맞는 인플루언서를 접촉해야 한다. 10만 팔로워를 가진 인플루언서 보다 1만명, 1000명의 팔로워를 보유한 인플루언서를 활용하는 게 더 도움이 될 수 있다. 인플루언서와 일을 하기 전 목표설정과 동선·규모 등을 설계할 필요가 있다. 최근 유튜버를 통한 커머스 성공사례가 늘고 있다. 꽁병지 TV를 통한 종근당활력녹용스틱 매출이 5일 만에 1억원을 돌파했으며 뷰티채널인 UNA 유나의 유나뷰스티는 소셜마켓 런칭 후 5분 만에 1차 준비 물량이 완판됐다. 또한 2차 앵콜마켓 물량도 2분 만에 품절됐다. 제품 개발 후 인플루언서를 통해 제품을 홍보하고 판매하는 사례가 꾸준히 증가하고 있다. ']"
417,[주목] 2020 식품외식산업 전망대회 &apos;성료&apos;,http://www.aflnews.co.kr/news/articleView.html?idxno=164166,2019.12.04,"['\n[농수축산신문=박현렬 기자]\xa0식품외식업계가 당면한 환경변화를 전망하고 이에 대한 대응전략을 제시하는 ‘2020 식품외식산업전망대회’가 지난달 28일 성황리에 막을 내렸다.농림축산식품부 주최, 한국농수산식품유통공사(aT) 주관으로 서울 양재동 aT센터에서 열린 전망대회에는 식품외식업 종사자와 정책관련자 1000여명이 참석했다.황지영 미국 노스캐롤라이나 주립대학 교수가 ‘기술(소비)변화가 만난 뉴리테일의 시대’라는 주제로 기조강연을 진행했다.황 교수는 첨단기술의 발달로 빠르게 변화하고 있는 글로벌 리테일의 현 주소와 미래 모습을 조망하고 이에 대응하기 위한 새로운 리더십 요건을 제시했다.또한 언택트 리테일, 미래형 옴니채널, 캐시리스(현금을 가지고 다닐 필요가 없는 사회) 리테일, 스마트 물류 등을 미래 리테일 키워드로 제시했으며 최첨단 기술의 발달이 소비자 구매행태 변화와 경험향상으로 이어지고 있다고 설명했다.이에 따라 데이터를 활용한 타깃 고객설정과 소비자의 행동패턴 분석이 필요하다고 강조했다.홀거 토스카 유니레버 아시아&오세아니아 식품 R&D 센터장은 ‘글로벌 식품기업(유니레버)이 바라보는 지속가능한 미래식품’ 특별강연에서 간편화, 경험소비, 지속가능, 개인맞춤, 가치소비를 식품시장의 메가트렌드로 제시하고 트렌드별로 하위 키워드를 도출했다. 또한 구글트렌드 등을 활용한 데이터 분석을 통해 미래식품의 모습을 전망했다.한편 2부 식품·외식·유통 세션에서는 각 분야별 산업전망·시장현황·혁신기술에 대한 강연이 이어졌다.식품세션에서는 문정훈 서울대 교수의 ‘2020 푸드 트렌드 TOP 7’, 이용선 한국농촌경제연구원 선임연구위원의 ‘2020 식품산업 전망’, 이주은 CJ제일제당 상무의 ‘프리미엄 식품시장 건강지향, 시장단축’, 홍근표 교수의 지속가능 소비를 위한 미래 식품 ‘대체식’에 대한 강연이 이어졌다.또한 외식세션에서는 김난도 서울대 교수의 ‘2020 대한민국 소비 전망’, 문용현 aT 식품정보부장의 ‘미리 보는 2020 외식트렌드’, 조규효 설빙 이사의 ‘글로벌 외식산업 성공스토리 한국식 디저트의 세계화’, 황성재 라운지랩 대표가 ‘미래의 레스토랑 첨단기술과 외식의 만남’을 강연했다.유통세션인 2020농식품 유통전망에서는 김상우 닐슨코리아 상무의 ‘2020년 소매유통시장 업태별 전망’, 남진만 한국리서치 이사의 ‘2020년 국내외 식품유통업계 매장 트렌드’, 최장진 이지텍 총괄이사의 ‘2020 SNS 스토어 유통업계 전망’, 천동암 aT농식품유통교육원 유통연구소 교수의 ‘온라인 라스트 마일 배송 전쟁’, 정해준 온라인광고분쟁조정위원회 자문위원의 ‘인플루언서와 함께하는 V커머스 성공사례’ 발표가 이어졌다.이병호 aT 사장은 “이번 전망대회로 국내 식품외식기업들이 기술혁신의 다양한 사례를 공유해 급변하는 환경에 유연하게 대처할 수 있는 동력을 얻길 바란다”고 밝혔다. ']"
