,title,link,date,news
27,이정태 뷸러 한국지사 대표 “한국 맞춤형 대체육 제조 솔루션 제공”,http://www.aflnews.co.kr/news/articleView.html?idxno=76722,2021.02.03,"[""\n  - 농기평, 수출연구사업단 중간평가 결과     선인장·돼지고기 사업단 ''퇴출''  정부가 농식품 해외시장 개척을 위한 기술개발지원을 위해 추진하고 있는 11개 농식품수출연구사업단 중 ‘선인장수출연구사업단’과 ‘돼지고기수출연구사업단’이 퇴출됐다.  농림수산식품기술기획평가원(이하 농기평)은 최근 수출연구사업단 및 세부과제의 계속지원 여부 판단을 위해 중간평가를 실시했으며 평가결과 하위 20% 사업단과 사업단별 세부과제 중 하위 20%를 중단조치하기로 했다고 밝혔다.  11개 연구사업단과 135개 세부과제에 대한 △사업수행 목표 및 범위의 타당성 △당해 연구실적 및 운영실적 충족도 △차년도 연구계획의 적절성 △연구수행 목표 및 범위의 타당성 △연구기대효과에 대한 만족도 △사업의 특성 등의 평가 결과 선인장과 돼지고기수출연구 등 2개 사업단과 계속지원대상인 9개 사업단의 19개 세부과제가 지원중단 조치를 받게 됐다.    농기평은 이번 중간평가 결과에 따라 우수 연구사업단에는 인센티브를 부여하고 지원이 중단 조치된 사업단내 세부과제에 대해서는 평가결과를 반영해 일부과제를 일반과제로 전환, 지속 지원한다는 방침이다.    농산품수출연구사업단은 2008년 농림기술개발사업 지정공모형 과제로 수출 유망 농산품목을 선정, 품목당 연간 20억원씩 5년간 종합적인 연구개발(품종육성·병해충방제·수확후관리·가공·장기저장 운송기술·해외시장 조사 및 소비자 맞춤형 상품개발 등)을 지원하는 프로젝트로 시작했다.   하지만 정부 조정심의 결과 농촌진흥청의 해외시장개척지원사업이나 품목별 연구과제의 중복문제가 제기되면서 초년도 사업은 13개 품목, 115억원의 사업비로 축소 책정됐다. 이후 1년차 사업평가를 통해 2개 사업단이 퇴출됐으며 이번 2차년도 평가결과를 통해 2개 사업단이 추가로 퇴출된 것이다.\t\t""]"
28,"식약처, 포스트 코로나 시대 ‘식품 안전망’ 재설계…미래 식품산업 지원",http://www.aflnews.co.kr/news/articleView.html?idxno=76696,2021.02.01,"['\n - 수요줄고 출하량도 ↓…산지가격 약세  설 명절이후 전복 수요가 감소함과 더불어 출하량이 전월보다 감소할 것으로 예상되면서 산지가격은 약보합세가 전망됐다. 굴 역시 생산량이 감소할 것으로 보이지만 소비 둔화로 산지가격 하락세가 예상됐다. 한국해양수산개발원 수산업관측센터 2월 관측 내용을 정리해봤다.  #전복  설 이후 전복 수요 감소로 당분간 산지가격은 약보합세를 보일 전망이다.  2월 전복 출하량은 지난달 886톤보다 감소할 것으로 예상됐다. 지난달에는 한파 등의 영향으로 출하여건이 좋지 못했음에도 불구하고 설 명절로 인한 전복 수요와 공급이 모두 늘어났지만 설 이후부터는 지속적인 수요 감소가 예상됐기 때문이다. 하지만 오는 3월부터는 출하 가능 물량이 증가함과 더불어 봄철 공급이 늘어나 출하량이 다시 회복될 전망이다.  2월의 수요 감소와 3월 공급 증가가 예상됨에 따라 산지가격은 3월까지 약보합세를 나타낼 것으로 예상됐다. 이에 따라 10마리 크기 기준 kg당 산지가격은 4만5000원대를 형성할 것으로 전망됐다. 아울러 지난달에는 설 명절 수요증가와 구제역 등으로 인한 축산물 소비 위축의 영향으로 산지가격 상승이 예상됐지만 완도산 활전복 산지가격이 kg당 8마리 크기가 5만6500원, 10마리 크기가 4만6000원에 그치는 등 그 상승폭이 예상처럼 크지는 않았던 것으로 조사됐다. 또 도매가격도 10마리 크기기준 kg당 가격이 하남활어도매시장에서 4만6000원, 인천활어도매시장에서 5만원으로 나타나는 등 지난달 전복가격은 전월과 같거나 소폭 하락했던 것으로 나타났다.  반면 수출은 호조세가 예상됐다. 지난달에는 kg당 단가 37.4달러(4만1933원)에 전년 동월대비 94.9% 증가한 76톤이 수출됐다. 2월에는 일본 내 전복 수요 회복과 더불어 국내 가격도 하락할 것으로 예상돼 수출량이 지난달보다 증가할 것으로 전망됐다. 3월에도 일본 주요 산지 금어기가 시작됨에 따라 한국산 전복 수요가 늘어날 것으로 예상돼 수출 증가세를 이어갈 것으로 예상됐다.  #굴  2월 굴 생산량은 지난달보다 줄어들 것으로 예상됐지만 소비 둔화로 산지가격은 하락세가 예상됐다. 하지만 지난해 같은 기간에 비해서는 생산량과 산지가격 모두 신장된 것으로 조사됐다.  지난달 굴 생산량은 6164톤으로 전월 6611톤대비 6.8%감소했지만 전년 동월 5395톤에 비해서는 14% 증가한 것으로 나타났다. 이에 따라 2월 생산량도 지난달보다는 감소할 것으로 예산됐지만 지난해 같은 기간보다는 다소 많을 것으로 예상됐다. 이는 특히 이 시기에 주로 생산되는 비단련산의 양성상태가 좋아 개체 당 중량이 증가할 것으로 예상됐기 때문이다.  산지가격도 굴 소비 둔화로 지난달보다는 하락할 전망이지만 가공제품 수출 원료가 되는 굴 수요 증가로 지난해 같은 기간보다는 다소 높게 형성될 것으로 예상됐다. 지난달 굴 kg당 산지 평균가격은 6658원으로 전월 7451원보다는 10.6% 하락한 반면 전년 동월보다는 26.5% 상승했던 것으로 나타났다. 이는 설 명절로 인한 수요 증가와 구제역 등의 영향으로 육류 소비가 위축되면서 굴 소비가 지난해 같은 기간보다 증가한 것으로 분석됐기 때문이다.  이같은 영향으로 도매시장 가격도 지난해 같은 기간보다 높게 형성됐다. 지난달 노량진수산시장에서는 kg당 평균 7515원에 거래가 이뤄져 전년 동월보다 18.7% 높은 가격 수준을 나타냈으며 농수산물유통공사의 지역별 조사에서도 전국 평균도매시장 가격이 전년 동월대비 13.9% 상승한 kg당 9906원으로 조사됐다.  하지만 국내 가격 하락으로 수출은 지난달보다 호전될 전망이다. 지난달 굴 수출량은 566톤이었지만 국내 굴 가격이 높게 형성되면서 가공용 원료굴 수급에 어려움을 겪었고 냉동굴은 해외수요가 많았음에도 불구하고 가격부담으로 가공생산이 중단되는 등 납품시기를 미뤄야 했었다. 2월에는 국내 가격하락과 더불어 중단됐던 가공제품 생산이 재개될 것으로 예상되며 해외 수요도 지난해 같은 기간보다 많을 것으로 예상돼 수출이 지난달보다 증가할 전망이다. ']"
29,"농심, 비건 브랜드 ‘베지가든’ 사업 본격화",http://www.aflnews.co.kr/news/articleView.html?idxno=76507,2021.01.12,"['\n구제역 차단을 위한 소독제 사용시 반드시 18~43℃ 범위내에서 사용해야 한다는 지적이다.한국양돈수의사회에 따르면 구제역이 장기화되면서 각 도로망을 비롯해 대부분의 농장에서 철저한 소독이 강조되고 있지만 대량으로 살포되는 소독제에도 불구하고 소독의 효과가 떨어지고 있다면서 효율적인 소독 방법과 소독제 사용요령을 제시했다.양돈수의사회는 우선 소독제 사용시 유의할 사항으로 소독온도를 준수하는 것이 중요하다고 밝혔다.모든 소독제가 최적의 효과를 낼 수 있는 적정온도는 18~43℃ 범위여서 겨울철 소독조가 외부나 창고에 있을 경우 소독액 자체의 온도가 떨어질 가능성이 커 소독액이 따뜻하게 유지될 수 있는 물 중탕용 열선(일명 돼지꼬리), 가스순간온수기, 보온등과 같은 시설이 필요하다.이 같은 보온대책이 없을 경우 소독 효과는 미미하다는 게 양돈수의사회의 설명이다.이와 함께 소독제는 미생물(바이러스, 세균, 원충, 곰팡이)에 따라 소독효과가 다르게 나타날 수 있어 소독제의 적절한 선택이 요구되고 있다.예를 들어 식초(4% acetic acid)는 구제역에 효과가 좋지만 마이코플라즈마균 일부는 살멸하지 못하고 4급 암모늄, 페놀, 요오드, 알코올 등은 구제역에 효과가 거의 없기 때문에 다른 제제를 사용하는 것이 좋다.양돈수의사회는 현재 산성 제제들과 염기성 제제들은 1차적 구제역 소독제 대상에 들어가지만 농장에서 보유한 소독제가 아니라 구제역에 효율적인 소독제를 확보하는 것이 중요하고 주위의 전문 산업동물 수의사(양돈, 양계, 대가축진료)에게 자문을 받을 것을 강조했다.또 소독제 선택시 일반적으로 광범위한 효과가 있으면서도 피부와 옷의 손상이나 독성 여부 등을 고려해 되도록 이상이 없는 제제를 선택할 것을 농가에 당부했다. ']"
30,"이진규 이대 교수, 농림축산식품 과학기술대상서 장관표창",http://www.aflnews.co.kr/news/articleView.html?idxno=76220,2020.12.17,"['\r\n\t\t\r\n\t\t\t구제역 예방접종지역이 기존 경기, 인천, 충남·북, 강원 지역 이외에 전북, 경북지역까지 확대됐다. 이에 따라 추가로 소, 돼지 등 112만6000마리에 대한 추가 예방접종이 이뤄진다.  농림수산식품부는 지난 8일 가축방역협의회 및 관계전문가 의견 수렴을 거쳐 최근 구제역 발생상황 등을 감안해 예방접종 대상지역을 이 같이 확대 추진키로 했다.  추가 확대 지역은 기존 접종 지역인 경기, 인천, 충남·북, 강원 지역의 미접종 소, 종돈·모돈과 전북 정읍, 김제, 익산, 부안, 군산 지역의 소, 종돈·모돈, 경북지역은 접종지역인 안동, 예천, 영주, 경주, 영천 지역의 돼지와 미 접종지역인 의성, 봉화, 영덕, 청송 및 경남 지역과 접해 있는 경산, 청도 지역의 소, 종돈·모돈 등이다.  지역별 추가 접종 마릿수는 경기 돼지 5만5188마리, 인천 돼지 2371마리, 충북 소 11만9800마리·돼지 2만6351마리, 충남 소 31만8350마리·돼지 10만782마리, 전북 소 18만5850마리·돼지 6만7865마리, 강원 소 7만7150마리·돼지 5만7658마리, 경북 소 14만4882마리·돼지 4만3501마리 등으로 기존 접종 마릿수를 포함하면 8일 현재 총 구제역 예방접종 마릿수는 278만4000마리에 달한다.  이에 대해 농식품부는 최근 충남·북 지역의 돼지를 중심으로 구제역이 추가 확산되는 점을 감안해 사료 및 가축이동이 빈번한 전북 서해안 지역을 포함한 선제적인 예방접종을 실시키로 했다고 밝혔다.  특히 경북 지역의 경우 상대적으로 구제역이 진정되고 있으나 봉화, 경산 등 일부 지역의 돼지에서 추가 신고가 접수되고 있는 점을 감안해 모든 발생 시·군과 경남지역과 인접해 있는 경산, 청도를 포함해 확대 접종키로 했다.  농식품부 관계자는 “예방접종을 실시하더라도 항체 형성시까지 2주간이 소요되고, 특히 돼지의 경우 종돈·모돈에 한해 실시되는 점을 감안해 현재의 이동통제, 소독 등 방역체계를 한층 강화해 할 것은 물론 농가단위의 철저한 차단방역에 힘써 달라”고 당부했다.\t\t']"
31,"CJ제일제당, 새 조미소재 글로벌 시장서 호평…출시 반년 만에 31개국 수출",http://www.aflnews.co.kr/news/articleView.html?idxno=76171,2020.12.15,"['\r\n\t\t\r\n\t\t\t전남 영암 오리농장의 집단폐사 원인이 고병원성 조류인플루엔자(AI)로 판명나면서 가금업계에 비상이 걸렸다.  농림수산식품부는 지난 5일 AI의심신고가 접수된 전남 영암 오리농가의 시료를 채취해 국립수의과학검역원에 정밀검사를 의뢰한 결과 H5형 고병원성 AI로 확진판정을 받았다고 지난 7일 밝혔다.  방역당국에 따르면 현재 이 오리농장에서 사육 중이던 오리 1만4000마리와 반경 500m 이내의 오리농가 4곳의 8만4400마리 등 총 9만8400마리는 지난 5일 예방적 살처분된 상태로 구제역으로 천문학적인 피해를 내고 있는 축산업계가 또 한번의 치명타가 우려된다.  특히 이번 AI는 양계농가가 밀집돼 있는 전남지역을 중심으로 확산되고 있는 형편이어서 더욱 큰 피해가 예상된다.  이 지역에서 고병원성 AI가 발생한 것은 2008년 이후 2년만이며 구례, 나주, 함평 등 인근의 다른 지역에서도 AI의심신고가 계속 들어오고 있는 상태이다. 현재 전남 영암지역엔 총 269농가에서 25만9765마리의 닭이 사육중이고, 오리는 98농가에서 143만9614마리를 기르고 있다. 또한 신고가 들어온 구례는 746농가에서 닭 33만4970마리와 43농가에서 오리 36만 5660 마리를 기르고 있다. 나주는 총 241농가의 696만5403마리의 닭과 116농가의 166만9738마리 오리가 사육 중에 있다.  업계의 한 전문가는 “닭은 고병원성 AI에 감염되면 2~3일만에 폐사되지만 오리는 죽지 않고 바이러스를 계속적으로 배출하기 때문에 바이러스 배출량이 상대적으로 많을 수밖에 없다”며 “이번 AI의 발생 확산세를 더욱 주의깊게 지켜봐야 한다”고 말했다.   방역당국은 이에 해당 농장을 중심으로 반경 10km의 방역대를 설치하고 이동통제, 소독 등 방역활동에 최선을 다할 방침이다.   이오수 국립수의과학검역원 질병진단센터장은 “철새가 아침일찍이나 밤 늦게 활동을 하면서 양계농가 등에 밤 늦게 들어오는 경우가 많기 때문에 농가들의 철저한 방역이 더욱 요구된다”며 “농장 밖에서 바이러스를 밟아서 들어올 수 있기 때문에 농장 출입시에는 옷을 갈아입고 별도의 신발을 사용하는 등 철저한 차단방역이 필수적이다”고 강조했다.\t\t']"
32,"2021 외식시장, 혼자 즐기는 만찬 뜬다",http://www.aflnews.co.kr/news/articleView.html?idxno=75968,2020.11.24,[]
33,올해 최고 농식품 벤처 뽑는다…25~26일 유튜브 생중계,http://www.aflnews.co.kr/news/articleView.html?idxno=75952,2020.11.23,"['\r\n\t\t\r\n\t\t\t올해는 기상이변에 따른 생산량 감소로 가락시장 과일, 채소 1kg 평균 가격이 지난해보다 각각 34%, 17% 정도 상승한 것으로 나타났다.  잔여 영업일을 7일 남겨둔 지난 22일 현재 가락동 농수산물도매시장 6개청과법인(농협가락공판장 포함)의 2010년 농산물 거래규모를 추정한 결과 전체 거래물량은 191만8000톤, 거래금액은 3조900억원에 달할 것으로 전망됐다.  이는 지난해보다 거래물량의 경우 2% 정도 감소한 반면 거래 금액은 약 25% 정도 증가한 수치이다.  이처럼 도매법인들의 거래 물량은 감소하고 금액이 증가한데는 생산량 감소로 농산물 가격이 유난히 높았기 때문이다. 가락시장은 가격이 상승하게 되면 물량이 수도권 시장으로 쏠리기 때문에 타 도매시장보다 상대적으로 거래금액이 크게 상승했다.   실제 가락시장 4개 청과법인의 거래금액이 올해 5000억원을 넘어섰으며 A 청과법인은 6000억원을 넘어설 것으로 전망돼 다양한 유통채널이 상존하는 가운데서도 가락시장이 농산물 유통의 메카임을 자명하게 확인시켰다. 또 유난히 무, 배추 가격이 높았던 올해 B청과법인은 거래 금액이 지난해 보다 100%이상 상승할 것으로 전망됐다.  가락시장 과일 경매사는 “올해는 한파와 기상이변 등으로 인해 봄 과일부터 생산량이 20%이상 줄어 고시세를 보였고 사과, 배 또한 태풍으로 인해 대과위주로 낙과율이 높았다”며 “내년 설 명절에도 제수용과 선물용 사과, 배 가격은 크게 상승할 것으로 전망된다”고 말했다.  또 채소 경매사는 “여름철 열대야와 잦은 강우는 무, 배추 등 고랭지 농산물 가격 상승을 부추겼고 이로 인해 가을, 겨울 동일 작물 가격도 동반 상승하는 양상을 보였다”면서 “올해 가격이 높았던 작물의 경우 생산농가들이 재배면적을 크게 늘리면 내년에는 시세가 떨어질 것으로 전망되므로 관측 자료와 잦은 시장 방문을 통해 재배동향과 시세에 민감하게 대처해야 할 것”이라고 밝혔다. ']"
34,"동원홈푸드, 샐러드 카페 ‘크리스피 프레시’ 배달 전문점 오픈",http://www.aflnews.co.kr/news/articleView.html?idxno=75839,2020.11.12,"['\n  전북 군산농협(조합장 박형기) 부녀회(연합회장 엄연순)는 지난 15일 부녀회 공동판매 수익금으로 지역 어르신 200여명을 초청해 ‘어르신을 위한 孝 잔치’를 열고 따뜻한 섬김의 마음을 담아 즐거운 시간을 가졌다.  이날 행사는 군산농협 부녀회가 멸치, 새우젓, 청각 등을 판매하여 얻은 수익금으로 마련됐다. 효 잔치는 부녀회에서 준비한 점심 대접과 민요와 창, 어르신 노래자랑 등의 다양한 행사와 기념품(무릎담요) 증정으로 어르신들을 즐겁게 했다.   올해 2회째 공동판매수익사업을 전개한 군산농협 부녀회는 작년에는 판매수익금 110만원을 불우가정 11가정을 선정해 전달했다.  엄연순 회장은 “부녀회장들의 한 해 동안 수고로 자리를 마련하게 되어 기뻐하시는 모습을 보니 앞으로도 지속적으로 우리 지역의 어르신들을 섬기는 자리를 갖고 싶다”고 말했다.  이와 관련해 박형기 조합장은 “봉사하시는 부녀회장들의 밝은 얼굴과 어르신들의 흡족해하시는 모습을 보니 모두가 행복해지는 시간이었으며 자칫 소외될 수 있는 우리지역의 어르신들을 섬기는 일에 모든 임직원이 함께할 수 있도록 노력하겠다”고 말했다.  ']"
35,여러 가지 대체식품,http://www.aflnews.co.kr/news/articleView.html?idxno=75794,2020.11.09,"['\n - 농식품부, 215억원 융자  서해 5도 어업인에게 특별영어자금 215억원이 지원된다.  농림수산식품부는 최근 북측의 피습으로 어려움을 겪고 있는 연평도 등 서해 5도 어업인들의 어업경영안정 등을 위해 지난 16일부터 특별영어자금 215억원을 융자하기로 했다고 밝혔다.  이에 따라 맨손어업자에게는 300만원, 어선어업자에게 5000만원에서 1억원까지 연 이율 3%로 지원 될 예정이다.  농식품부 관계자는 “피해어업인들이 필요자금을 보다 쉽게 융자받을 수 있도록 기존 재해에만 적용되던 농림수산업자 신용보증기금의 특례보증을 이번 경우에도 적용할 수 있도록 관계기관과 협의 중이며, 빠르면 올해 내에 시행될 것”이라고 밝혔다.  또한 내년 1월 ‘서해 5도 지원특별법’시행 시점부터 이미 사용 중인 영어자금의 상환을 유예하고 이자도 감면해 주기로 했다. ']"
36,[오늘과 내일의 행사] 11월 5~6일,http://www.aflnews.co.kr/news/articleView.html?idxno=75753,2020.11.05,['\n  제주양돈농협(조합장 이창림)은 지난 10일 청정배합사료공장의 효율적 운용으로 발생한 이익금 7억 6000만원을 사료이용 143농가에 이용장려금으로 환원해 줌으로서 구제역 등 어려움을 겪고 있는 양돈농가의 실익 증대에 앞장서고 있다.  이번 환원금액은 1인 최고수령 금액이 2440만원(평균 5320만원)에 달하는 등 지난해 환원금액 6억3000만원보다 1억3000만원이 늘어난 규모다.  제주양돈농협 청정배합사료공장은 제주도양돈산업 발전을 위해 설립됐으며 사람이 먹는 식품처럼‘정성을 담은 깨끗한 사료’라는 슬로건으로 신선한 고품질의 안전한 사료를 생산함은 물론 합리적인 가격으로 농가소득 증대에 이바지 하고 있다.  한편 제주양돈농협은 최근 양돈농가에 영농자재(동물약품 및 축산기자재) 30만원 무상지원과 더불어 경북안동지역 구제역 발생에 따라 구제역 방제약을 무상으로 공급한 바 있다. ']
37,[오늘과 내일의 행사] 11월 4~5일,http://www.aflnews.co.kr/news/articleView.html?idxno=75734,2020.11.04,"['\r\n\t\t\r\n\t\t\t한국오리협회는 지난 10일 협회 사무실에서 2010 오리문화컨텐츠 공모전 시상식을 개최했다.   이날 시상식에서 CI부문 대상에는 유광 씨의 ‘태극문양을 활용한 CI’가, 광고디자인 부문 대상에는 손혜린·이진희 씨의 ‘S라인’이 수상의 영광을 안았다.   이창호 한국오리협회장은 이날 시상식에서 “참신한 아이디어와 우수한 작품으로 협회 이미지 제고에 힘써줘서 고맙다”며 “앞으로도 오리에 대한 많은 관심을 바란다”고 말했다. 오리산업의 발전에 맞춰 개최된 이번 공모전은 지난 8월 30일부터 9월 30일까지 한 달간 공모했으며, 엄격한 심사를 거쳐 CI부문 5작품과 광고디자인 부문 5작품을 선정했다.\t\t']"
38,‘대체육의 현황과 미래’ 심포지엄 11월 5일,http://www.aflnews.co.kr/news/articleView.html?idxno=75582,2020.10.20,['\r\n\t\t\r\n\t\t\t축산관련단체협의회가 지난 2일 구제역 방제초소에서 밤샘근무를 하다 쓰러져 유명을 달리한 안동시 중구동사무소 공무원 금찬수 씨를 위해 애도성명을 발표하고 고인의 명복을 빌었다.  축단협은 지난 7일 ‘구제역 현장 방역에 힘쓰다 유명을 달리한 안동시 공무원 故 금찬수 씨의 명복을 빕니다’는 제목의 성명을 발표하고 전 축산농민들이 이 비보에 비통한 마음을 감추지 못하고 있다고 운을 뗏다.  성명을 통해 축단협은 전국 축산농민들을 대표해 고인의 유가족들에게 깊은 애도와 위로의 말씀을 올린다며 고인의 순직이 헛되지 않도록 남은 모두가 구제역을 조기에 종식시켜나가는 데 더욱 합심해야 한다고 강조했다.   끝으로 축단협측은 정부가 故 금찬수 씨에 대한 예우를 아낌없이 해 줄 것을 당부하며 방역 공무원들의 처우에도 더욱 신경을 써 향후 이같이 안타까운 일이 재발되지 않도록 할 것을 주문했다.\t\t']
39,"식품원료의 새로운 발견, 식물성 단백 Pulses",http://www.aflnews.co.kr/news/articleView.html?idxno=75466,2020.10.08,"['\n 공주연기축협(조합장 안종화)이 올해 당기순이익 목표인 8억8000만원을 25% 상회하는 11억원 규모의 순이익을 낼 것으로 알려졌다. 이 조합은 이러한 경영성과와 지난 5월의 구제역 발생 시에 보인 조직역량과 방역태세, 조합원 단결이 돋보여 올해 충청남도가 주는 ‘농어촌발전대상’기관 수상자로 선정됐다.  공주연기축협은 올 사업을 정산한 결과 신용예수는 당초목표 1492억원 대비 70억원이 늘고, 대출은 150억원(목표 1035억원)이 증가하는 등 신용경제 교육지원의 전반적 사업호전 속에 11억원의 당기순익이 발생할 것으로 집계됐다.  특히 조합은 올해 9억8000만원의 교육지원비를 활용해 3000kg 소독약과 4000kg 생석회를 지급하며 방역에 앞장서는 등 10대 역점사업을 추진해 세간의 이목을 집중시키기도 했다. 더불어 공주연기축협은 송아지전자경매, 정천 50ha부지에 조사료 재배, 5610㎡ 가축시장 포장 등의 사업을 추진했다.  공주연기축협은 한우기반확대와 토바우 사양기반 확충 등에 초점을 맞춰 이력제와 혈통등록우관리 핵군우단지 사업과 초음파 진단 사업 등 농가서비스를 확대하고 있다.  이같은 사업내용을 바탕으로 내년에도 교육지원 사업을 10억원 정도로 확대해 조합원자녀 장학사업과 노령조합원 편익 확대 등에 우선 지원한다는 방침이다  안종화 조합장은 지난 22일 조합강당에서 열린 임시총회에서 “신용사업의 건전성을 강화하는 가운데 내실 있고 짜임새 있는 사업을 추진, 축산기자재 무상지원과 장학금지급 확대 등 조합원 복지분야를 더욱 챙기겠다”고 밝혔다.\t\t']"
