,title,link
2031,코로나19로 인한 민생경제 회복을 위한 새로운 장,http://www.weeklytoday.com/news/articleView.html?idxno=360695
2032,[포토뉴스] 주말에도 북적이는 코로나19 선별검사소,https://news.imaeil.com/Society/2021042518243652150
2033,전 세계 코로나19 백신 접종 10억 회 넘어서,https://www.ytn.co.kr/_ln/0104_202104250526424908
2034,"박세리, 코로나19 확진 판정..방송 활동 중단(공식)",http://biz.heraldcorp.com/view.php?ud=202104241230559395101_1
2035,"성남시청, 코로나 한파·훈련부족 뚫고 '금빛 스틱'",http://www.kyeongin.com/main/view.php?key=20210425010004967
2036,[단독] 디크런치 현욱·O.V 코로나19 확진→'심플리 케이팝'도 위험,http://www.osen.co.kr/article/G1111566519
2037,권혁수 손준호 박세리…또다시 방송가 덮친 코로나 ‘빨간불’,http://www.busan.com/view/busan/view.php?code=2021042513072840010
2038,[포토]코로나19 백신 수급 관련 대국민담화하는 홍남기 대행,http://www.edaily.co.kr/news/newspath.asp?newsid=02512486629020056
2039,코로나19 신규확진 644명…닷새만에 700명 아래,http://www.yonhapnewstv.co.kr/MYH20210425006500038/?did=1825m
2040,"셀트리온, 코로나 치료제 임상 막바지 순항..글로벌 임상3상 환자 모집·투약 완료",http://kpenews.com/View.aspx?No=1580289
2041,"‘코로나19가 기회로’ 영진전문대 졸업자 이예림, 해외 취업 ‘눈길’",http://tk.newdaily.co.kr/site/data/html/2021/04/25/2021042500028.html
2042,"신성록, 코로나19 음성 판정 “결과와 상관없이 자가격리”(공식입장)",http://mksports.co.kr/view/2021/395978/
2043,(속보) 코로나19 국내 발생 및 예방접종 현황 (4월 26일 0시 기준),http://www.discoverynews.kr/395305
2044,코로나19...최고봉 에베레스트산에까지 확산,http://www.fnnews.com/news/202104230816449106
2045,25일 오후 홍천 코로나19 확진자 2명 추가 발생…이틀간 총 9명,http://www.kwnews.co.kr/nview.asp?aid=221042400013
2046,"김준수, 코로나19 음성 판정… 5월5일까지 자가 격리",http://moneys.mt.co.kr/news/mwView.php?no=2021042411028051487
2047,공군 사천 훈련비행단 소속 코로나19 확진 8명 발생 '전 장병 이동금지',http://www.gukjenews.com/news/articleView.html?idxno=2210225
2048,지난주 하루 평균 659명 코로나 확진…전주 대비 38명 증가,https://biz.chosun.com/site/data/html_dir/2021/04/25/2021042501181.html?utm_source=naver&utm_medium=original&utm_campaign=biz
2049,지난해 코로나19로 주요국 특허출원 감소에도 한국은 상승,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=598699
2050,해군 함정서 코로나 33명 집단감염…부울경 지역발생 146명 무더기,https://www.news1.kr/articles/?4285421
2051,"[공식] 김준수, 코로나19 음성 판정 ""밀접 접촉자로 모든 스케줄 중단"" (전문)",http://sports.chosun.com/news/ntype.htm?id=202104250100202920013268&servicedate=20210424
2052,[월요&] 코로나시대 진화하는 대구 공공도서관들...SNS·빅데이터 활용 시민참여 유도,https://www.yeongnam.com/web/view.php?key=20210425010003528
2053,文대통령 지지율 ‘31%’…`코로나 미흡` 지적 9%p ↑,http://www.edaily.co.kr/news/newspath.asp?newsid=01948326629019072
2054,"인천 서구, 인천 첫 코로나19 백신접종센터 2곳 운영",http://www.kyeongin.com/main/view.php?key=20210423010004726
2055,코로나19 확진자 홍천급식지원센터 방문…상당수 학교 급식 차질,http://yna.kr/AKR20210425055100062?did=1195m
2056,"""코로나19 파고 넘어라"", 대구시 사회적경제 맞춤형 성장지원",https://news.imaeil.com/Economy/2021042516562026697
2057,[사진톡톡] 코로나 종식에 자신감 보이다 비극 주인공 된 인도,http://yna.kr/AKR20210425034300077?did=1195m
2058,코로나19 정치경제학 '백신 인종차별체제' 등장,http://www.labortoday.co.kr/news/articleView.html?idxno=202524
2059,"EU, '코로나 쓰나미' 인도에 지원 약속…""신속한 대응 준비 중""",https://www.news1.kr/articles/?4286057
2060,코로나19 신규 확진 대구 7명·경북 25명,http://news.kbs.co.kr/news/view.do?ncd=5171099&ref=A
2061,전 세계 코로나19 백신 접종 10억회 돌파…美·中·印 58% 차지,https://view.asiae.co.kr/article/2021042507130237134
2062,"함정서 코로나 32명 집단 감염…해군, 거리두기 2.5단계↑(종합)",http://www.edaily.co.kr/news/newspath.asp?newsid=02017206629019072
2063,"미 CDC 국장 ""임신부도 코로나 백신 맞도록 권고""",http://yna.kr/AKR20210424004600091?did=1195m
2064,"북한, 코로나에 중국 국경 봉쇄했으나..비공식 해제",http://www.edaily.co.kr/news/newspath.asp?newsid=01512086629019400
2065,"식약처, 코로나19 자가검사키트 2종 첫 품목허가…""보조적 수단""",https://news.imaeil.com/Economy/2021042310502623578
2066,"무주군, 75세 이상 코로나19 예방접종 실시",http://www.jeonmin.co.kr/news/articleView.html?idxno=330544
2067,"디크런치 측 ""현욱‧O.V 격리치료, 나머지 멤버 전원 코로나19 음성""[전문]",http://www.spotvnews.co.kr/?mod=news&act=articleView&idxno=417019
2068,[김승동의 보험 MONEY] 코로나 완치자도 실손보험 가입 되나요?,http://www.newspim.com/news/view/20210426000832
2069,[인포그래픽] 경산시 최근 일주일 코로나19 확진자 추이,http://www.kyongbuk.co.kr/news/articleView.html?idxno=2075066
2070,"삼양홀딩스-엠큐렉스, mRNA 코로나19 백신 개발 협력",http://www.bokuennews.com/news/article.html?no=202983
2071,"""인건비 못 버티겠다""…코로나 여파 속 '주휴수당' 폐지론에 힘 실려",http://www.newsis.com/view/?id=NISX20210423_0001418101&cID=10201&pID=10200
2072,광주서 코로나 확진자 11명 발생…누적 2375명,https://view.asiae.co.kr/article/2021042514391883937
2073,브라질 올해 코로나 사망 19만6천 명...작년 한 해보다 많아,https://science.ytn.co.kr/program/program_view.php?s_mcd=0082&s_hcd=&key=202104261112444489
2074,"일본, 코로나 방역수칙 위반 도쿄올림픽 참가자 추방하기로",http://www.incheonilbo.com/news/articleView.html?idxno=1091289
2075,교육부 ‘코로나 원격수업’ 교사 평가한다,https://www.seoul.co.kr/news/newsView.php?id=20210423009020&wlog_tag3=naver
2076,"[인터뷰]홍영표 ""코로나 특별예산 편성…대출규제 완화땐 아파트 폭등""",https://view.asiae.co.kr/article/2021042611193077483
2077,전 세계 코로나 백신접종 10억회 돌파…미·중·인도가 58% 차지,http://www.yonhapnewstv.co.kr/MYH20210425001700038/?did=1825m
2078,"日 코로나19 '긴급사태' 앞두고도, 스가 ""올림픽 예정대로 진행하고 싶다""",http://news.tvchosun.com/site/data/html_dir/2021/04/23/2021042390073.html
2079,"[울산] 울산, 코로나19 특별방역 집중...거리 두기 2단계 연장",https://www.ytn.co.kr/_ln/0115_202104261618438965
2080,"서울대, 코로나19 신속 분자진단검사 시행",http://yna.kr/PYH20210426048500013?did=1196m
2081,코로나19에도 한국 특허출원 늘어..미·일·유럽,https://tjmbc.co.kr/article/c8L9JsaFVC5
2082,[인제]코로나 극복 염원 담아 '희망의 역주',http://www.kwnews.co.kr/nview.asp?aid=221042500147
2083,"마라부 마라탕, 코로나19 극복! 덴탈마스크 20만 매 기탁",http://sjbnews.com/news/news.php?number=711598
2084,양산 코로나19 확진자 매일 2~3명 발생,https://www.pressian.com/pages/articles/2021042514474052696?utm_source=naver&utm_medium=search
2085,"김준수, 코로나19 음성 판정 ""5월 5일까지 자가격리, 스케줄 중단""[전문]",http://www.sportsseoul.com/news/read/1035579?ref=naver
2086,캄보디아 프놈펜 코로나 확산에 외출 금지 이어 상점 폐쇄,http://yna.kr/AKR20210425033800084?did=1195m
2087,[홍천]홍천서 25일 코로나19 추가 확진자 3명 발생,http://www.kado.net/news/articleView.html?idxno=1070927
2088,"박세리, 코로나19 양성 판정…""함께 방송한 배우 확진에 검사 진행""",http://www.segye.com/content/html/2021/04/24/20210424504178.html?OutUrl=naver
2089,"일본, '황금연휴' 앞두고 도쿄 등 4곳 3번째 코로나19 긴급사태",https://www.sedaily.com/NewsView/22L73RNNLI
2090,경북 경산 11명 코로나 확진…모두 24명 신규 발생,http://tk.newdaily.co.kr/site/data/html/2021/04/25/2021042500010.html
2091,확진자 나온 성산읍 장례식장 664명 코로나 검사,http://www.newsjeju.net/news/articleView.html?idxno=361048
2092,경남 사천 공군 비행단에서 8명 코로나19 확진 '발칵',http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20210425.99099007429
2093,주말 영향에도 코로나19 신규 확진자 644명…내일부터 경북 일부 '5인금지' 해제,http://www.kwnews.co.kr/nview.asp?aid=221042400007
2094,"코로나19특별방역, 공공부문 ""일주일동안 회식·모임금지"" 달라진점은?",http://www.ccreview.co.kr/news/articleView.html?idxno=310096
2095,23일 오후 6시 기준 코로나19 확진자 653명.. 자정까지 700명 넘을 듯,http://www.fnnews.com/news/202104231916415280
2096,"단양군, 22일 75세 이상 코로나19 예방접종 시작",http://www.dynews.co.kr/news/articleView.html?idxno=627150
2097,"시흥시, 코로나 시대 축제를 준비하는 600분 포럼 개최",http://www.enewstoday.co.kr/news/articleView.html?idxno=1473157
2098,코로나19 검사 받는 유은혜 부총리,https://www.news1.kr/photos/view/?4739252
2099,"""북한 코로나 백신 대응에 달린 남북교류협력 시점""",http://www.idomin.com/news/articleView.html?idxno=759611
2100,"HB 측 ""신성록, 코로나 '음성' 판정…자가격리"" [공식]",http://www.mydaily.co.kr/new_yk/html/read.php?newsid=202104241051687883&ext=na&utm_campaign=naver_news&utm_source=naver&utm_medium=related_news
2101,"CDC ""임신부도 코로나19 백신 접종 권고""",http://www.newsis.com/view/?id=NISX20210424_0001418356&cID=10101&pID=10100
2102,코로나19 신규확진 785명…이틀째 800명 육박,http://news.tvchosun.com/site/data/html_dir/2021/04/24/2021042490008.html
2103,충북서 외국인·교회발 코로나19 확산…13명 추가 확진,https://view.asiae.co.kr/article/2021042518500513295
2104,"목포시, 코로나 이후 최고 위기...거리두기 1.5단계 강화",http://www.thekpm.com/view.php?ud=20210426110243655242ef4e12e4_17
2105,코로나19 여파… 올해 국내 OTT 시장 3조원 넘을 듯,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202104251519155130979
2106,"변정수, 코로나19 확진…""남편과 가족은 음성""",http://www.viva100.com/main/view.php?key=20210426010007312
2107,"이준영, 코로나19 음성 판정 ""민폐 죄송""…'이미테이션' 홍보 우려",http://www.joynews24.com/view/1361486
2108,화이자 코로나 백신 4000만 회분 추가계약 체결,http://www.bosa.co.kr/news/articleView.html?idxno=2149188
2109,지난해 관광레저 소비지출 22% 급감... '코로나19' 탓,http://www.globalepic.co.kr/view.php?ud=2021042609593878275796a9480c_29
2110,코로나19 4차 유행 충남도 감염 확산 방지 홍보,http://www.chungnamilbo.co.kr/news/articleView.html?idxno=598614
2111,"윤지성 측 “코로나19 선제적 검사→음성, 스케줄 예정대로”(공식입장 전문)",https://www.newsen.com/news_view.php?uid=202104251418190310
2112,"서울대, 코로나19 신속 분자진단검사 시행",http://yna.kr/PYH20210426048400013?did=1196m
2113,코로나19에 화산 분화 피해까지 덮친 과테말라,https://www.ytn.co.kr/_ln/0104_202104250340394017
2114,코로나 신규 확진자 644명…닷새 만에 700명대 아래,http://www.joseilbo.com/news/news_read.php?uid=422237&class=33&grp=
2115,"정경심, '코로나 자가격리'로 항소심 재판 2주 연기",https://www.hankyung.com/society/article/202104238364i
2116,"보령무궁화수목원, 코로나19로 답답한 시민들에게 봄꽃 선물",https://www.cctoday.co.kr/news/articleView.html?idxno=2140090
2117,코로나19 신규확진 644명…주말효과로 잠시 ‘주춤’,http://www.yakup.com/news/index.html?mode=view&cat=11&nid=256588
2118,코로나19로 57만명 사망한 미국…백신이 가져온 변화는?,http://www.docdocdoc.co.kr/news/articleView.html?idxno=2010033
2119,정부 “작년 12월 이후 코로나19 위중증·치명률 감소”,http://www.fnnews.com/news/202104231054456987
2120,"서울대, 코로나19 신속 분자진단 검사 시행",http://www.newspim.com/news/view/20210426000593
2121,정부 “작년 12월 이후 코로나19 위중증·치명률 감소”,http://www.fnnews.com/news/202104231054456987
2122,"의정부시, 코로나19 한시 생계지원...가구 당 50만 원",http://news.lghellovision.net/news/newsView.do?soCode=SCK0000000&idx=308693
2123,정경심 항소심 2주 연기...코로나19 검사받고 격리,https://www.ytn.co.kr/_ln/0103_202104230415139475
2124,"전남대병원, 찾아가는 협력병원 간담회... 코로나19 확산방지 협력 도모",http://www.newsworker.co.kr/news/articleView.html?idxno=111428
2125,디크런치 코로나 확진→가요계 ‘비상’…강다니엘·윤지성 검사 (전문)[종합],http://star.mbn.co.kr/view.php?year=2021&no=396023&refer=portal
2126,[D:초점] 손준호·박세리 등 잇따른 코로나 확진…방송가 ‘방역’ 체계 불신 커질까,https://www.dailian.co.kr/news/view/985474/?sc=Naver
2127,손준호·박세리·권혁수 코로나19 확진…연예계 발칵(종합),http://www.sportsworldi.com/newsView/20210425505622
2128,"코로나19, 경북서 25명 확진…누적확진 4000명대 넘어서",https://ilyo.co.kr/?ac=article_view&entry_id=399466
2129,손준호發 코로나19 확산될까…연예계 ‘비상’ [스경X이슈],http://sports.khan.co.kr/news/sk_index.html?art_id=202104241454003&sec_id=540101&pt=nv
2130,손준호發 코로나19 확산될까…연예계 ‘비상’ [스경X이슈],http://sports.khan.co.kr/news/sk_index.html?art_id=202104241454003&sec_id=540101&pt=nv
2131,[속보] 고양 코로나 확진자 13명 발생 '덕양구 5명',http://www.gukjenews.com/news/articleView.html?idxno=2210449
2132,"[속보]강원도 코로나 12명 무더기발생 ""확진자접촉""",http://www.gukjenews.com/news/articleView.html?idxno=2210448
2133,"황선봉 예산군수, 코로나19 백신 접종 실시",http://www.ggilbo.com/news/articleView.html?idxno=843345
2134,"화순군, 주말에도 코로나19 백신 접종...접종 속도 높인다",http://www.newsway.co.kr/news/view?tp=1&ud=2021042520153472317
2135,코로나에도 韓 특허출원 늘어…美·日·유럽 감소,http://www.smedaily.co.kr/news/articleView.html?idxno=202375
2136,"상주시, 코로나19 예방접종센터 개소",http://www.ksmnews.co.kr/default/index_view_page.php?idx=332644&part_idx=266
2137,안성시 '코로나19 현장점검의 날'…다중이용시설 일제점검 실시,http://www.weeklytoday.com/news/articleView.html?idxno=360580
2138,"박세리, 코로나19 확진 ""손준호와 접촉…건강한 모습으로 돌아오겠다""",https://daily.hankooki.com/lpage/entv/202104/dh20210424123104139020.htm?s_ref=nv
2139,코로나19 백신 수급 및 접종 관련 계획 대국민 담화 발표,https://www.news1.kr/photos/view/?4738833
2140,코로나19 백신 수급 및 접종 관련 계획 대국민 담화 발표,https://www.news1.kr/photos/view/?4738817
2141,"대구시교육청, 학교 코로나19 방역 강화 긴급 회의",http://tk.newdaily.co.kr/site/data/html/2021/04/24/2021042400026.html
2142,포스트 코로나 시대 가볼만한 신상 '두바이 호텔' 3,http://www.tournews21.com/news/articleView.html?idxno=46604
2143,코로나 위기에도 韓 특허출원 급증…“기술선점 활발”,http://www.skyedaily.com/news/news_view.html?ID=129415
2144,코로나19 극복 사회안전망 예산 확충하라[포토],https://www.vop.co.kr/A00001565930.html
2145,"김장회 행정부지사, 코로나19 방역실태 현장점검",http://www.dynews.co.kr/news/articleView.html?idxno=627238
2146,"코로나19 신속 검사, 검체 보관 안전하게",http://yna.kr/PYH20210426047700013?did=1196m
2147,"코로나 신규 확진 644명…""이번주 회식·모임 금지""",http://www.yonhapnewstv.co.kr/MYH20210425007500038/?did=1825m
2148,"손준호·박세리→디크런치, 코로나19 확진..가요·방송·공연계 발칵 [종합]",http://star.mt.co.kr/stview.php?no=2021042415400630472
2149,[종합] 오후 6시 기준 코로나19 신규 확진자 437명... 전날보다 56명 줄어,http://www.getnews.co.kr/news/articleView.html?idxno=527395
2150,[종합] 오후 6시 기준 코로나19 신규 확진자 437명... 전날보다 56명 줄어,http://www.getnews.co.kr/news/articleView.html?idxno=527395
2151,[속보] 해군 함정서 코로나 집단감염 발생…32명 무더기 확진,https://www.hankyung.com/society/article/2021042382887
2152,"온리원오브, 코로나19 선제적 검사 ""밀접접촉 NO""[전문]",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=395733
2153,"장성군, 전국적인 코로나19 확산세로 '황룡강 옛날 사진 전시회' 취소 결정",http://www.newsworker.co.kr/news/articleView.html?idxno=111481
2154,"유미 호건, 한국 코로나19 백신 확보 문제에 ""남편과 최선""",http://yna.kr/AKR20210422005000071?did=1195m
2155,"서울대, 원스톱 코로나19 신속진단검사센터",http://www.newspim.com/news/view/20210426000605
2156,"[속보] 정부 ""코로나19 유행 커지면 집합금지 강화 불가피""",http://news.tf.co.kr/read/life/1856714.htm
2157,"[속보]진주시 코로나 14명 발생 ""노래연습장,종교,지인모임""",http://www.gukjenews.com/news/articleView.html?idxno=2210848
2158,"정경심, 코로나 음성 판정후 격리…재판 일정 2주 연기",http://www.newsis.com/view/?id=NISX20210423_0001417204&cID=10201&pID=10200
2159,코로나19 방역 성공 덕 대형 라이브 공연 즐기는 뉴질랜드인들,http://yna.kr/PYH20210425071800340?did=1196m
2160,미국·중국 '코로나 생지옥' 인도에 앞다퉈 방역지원,http://www.yonhapnewstv.co.kr/MYH20210426002000038/?did=1825m
2161,"서천군, 내달 2일까지 코로나19 '특별방역관리주간' 운영",http://www.ccnnews.co.kr/news/articleView.html?idxno=216860
2162,"[코로나19] 홍남기, ""하루 평균 14~5만명 반드시 접종""",https://news.bbsi.co.kr/news/articleView.html?idxno=3029682
2163,"대구시, 코로나19로 자살 위기에 놓인 시민 보호에 나선다",http://www.upinews.kr/newsView/upi202104260024
2164,코로나에도 지난해 한국화장품 수출 역대 최고기록 경신,http://www.weeklytoday.com/news/articleView.html?idxno=360764
2165,"코로나19로 어린이날 행사 축소…광주시, 시간대별 50명 사전예약",http://www.newsis.com/view/?id=NISX20210424_0001418425&cID=10809&pID=10800
2166,"안병길, 코로나 대응 의료진·공무원 소득세 감면법안 발의",https://www.ekn.kr/web/view.php?key=20210425010005028
2167,"[속보]여주시 소재 '하나님의교회 세계 복음선교협회' 방문자, 코로나검사필",http://www.gukjenews.com/news/articleView.html?idxno=2210407
2168,붐비는 코로나19 임시 선별검사소,https://www.news1.kr/photos/view/?4737465
2169,"코로나 백신, 전 세계 접종 10억회 넘어…국내 접종률 4.4%",http://www.newspim.com/news/view/20210425000144
2170,"미 CDC ""임산부도 코로나 백신 맞아라""",https://www.nocutnews.co.kr/news/5541444
2171,코로나로 경조사 줄여도···동료 결혼식엔 9만원 쓴다,https://www.sedaily.com/NewsView/22L7Z5JC74
2172,셀트리온 “코로나19 항체치료제 글로벌 3상 투약 완료”,http://www.viva100.com/main/view.php?key=20210426010007144
2173,"다크비, 코로나19 전원 음성 판정..""활동 차질 없이 진행""[공식]",http://www.osen.co.kr/article/G1111567342
2174,"김준수, 코로나19 음성 판정..""5월 5일까지 자가 격리"" [전문]",http://star.mt.co.kr/stview.php?no=2021042410244578100
2175,"강다니엘, 코로나19 음성 '인기가요' 출격→디크런치 현욱∙O.V 격리 치료 ""추가 확진자 無""[종합]",http://www.osen.co.kr/article/G1111567159
2176,관광객 밀려드는 제주...코로나19 이전 수준,https://www.ytn.co.kr/_ln/0115_202104241754317191
2177,"코로나19 확진자, 오후 9시 기준 585명...전날보다 137명↓",https://daily.hankooki.com/lpage/society/202104/dh20210424220004137780.htm?s_ref=nv
2178,코로나 여파 결혼도 이혼도 줄었다. ,http://www.mediasr.co.kr/news/articleView.html?idxno=68386
2179,서울 코로나19 신규 확진 175명…주말 영향 닷새만에 100명대,http://www.newspim.com/news/view/20210425000074
2180,"이라크 코로나19 치료 병원서 화재로 ""82명 사망""",https://hankookilbo.com/News/Read/A2021042519260003965?did=NA
2181,"부산시, 코로나19 사망자 1명 발생…'추가 확진자는 24명'",http://www.pinpointnews.co.kr/view.php?ud=2021042616230272938a97108249_45
2182,'도망쳐' 인도 갑부들 최악 코로나 확산에 탈출러시…비행기값만 1억5천만원,https://news.imaeil.com/International/2021042419075715585
2183,"터키, 코로나19 신규확진 4만596명..누적 459만명 넘어",http://www.newsis.com/view/?id=NISX20210425_0001418671&cID=10101&pID=10100
2184,"김준수, 코로나19 음성 판정...5월 5일까지 활동 중단",https://hankookilbo.com/News/Read/A2021042410380002871?did=NA
2185,美 J&J 코로나19 백신 접종 재개,http://www.bosa.co.kr/news/articleView.html?idxno=2149255
2186,[국내 코로나19 현황] 전날보다 141명 줄어든 644명 발생,http://www.newsfreezone.co.kr/news/articleView.html?idxno=312329
2187,"권혁수 코로나 확진…""무증상자 접촉, 현재 격리 중""",https://news.sbs.co.kr/news/endPage.do?news_id=N1006292536&plink=ORI&cooper=NAVER
2188,"성인 80% 백신접종 이스라엘, 10개월만에 코로나 사망자 '0'",https://view.asiae.co.kr/article/2021042320044198579
2189,코로나19 신속진단 검사 '모바일 문진표 작성',http://www.newspim.com/news/view/20210426000604
2190,"코로나19 시대, 온•오프라인 융합 제 30회 베트남 엑스포",http://news.kotra.or.kr/user/extra/kotranews/bbs/linkView/jsp/Page.do?dataIdx=188265
2191,"[포토] 한국전력 합천지사, 코로나 극복 성금 기탁",http://www.shinailbo.co.kr/news/articleView.html?idxno=1404328
2192,"코로나19 어제 500명 신규확진, 주말-휴일 영향 6일만에 500명대",http://www.newsway.co.kr/news/view?tp=1&ud=2021042609405912315
2193,코로나19 피해지원 못받은 저소득층에 가구당 50만원 지급(종합),http://yna.kr/AKR20210421078951530?did=1195m
2194,"다크비 측 ""멤버 전원 코로나19 음성 판정..활동 차질없이 진행""[공식]",http://biz.heraldcorp.com/view.php?ud=202104251300241716532_1
2195,[속보] 파주 코로나 확진자 6명 발생 '누적 1006명',http://www.gukjenews.com/news/articleView.html?idxno=2210393
2196,"대구교육청, 학교 코로나19 방역강화 회의",http://www.dkilbo.com/news/articleView.html?idxno=331662
2197,스위스서 인도발 코로나 변이 첫 발견···공항 환승 승객,https://www.sedaily.com/NewsView/22L807WFYH
2198,"'손준호→박세리' 코로나19로 뒤덮인 방송가, 자막 뒤로 숨지 말길 [안윤지의 Whyrano]",http://star.mt.co.kr/stview.php?no=2021042610172149028
2199,"전남도, 코로나 시대 여행상품 지원 대폭 확대",http://www.getnews.co.kr/news/articleView.html?idxno=527401
2200,[포토]코로나 백신 수급 관련 대국민담화 마친 홍남기 대행,http://www.edaily.co.kr/news/newspath.asp?newsid=02476406629020056
2201,"조건부허가받은 코로나19 자가검사키트 ""확진아닌 보조수단""",http://yna.kr/AKR20210423071600017?did=1195m
2202,"서울대, 코로나19 신속 분자진단검사 시행 첫날",http://yna.kr/PYH20210426048700013?did=1196m
2203,공군 무더기 감염…군내 총 763명 코로나19 확진,http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004324564
2204,"日정부, 도쿄 등 4개 광역지역 코로나 긴급사태 선포 내일 결정",http://yna.kr/AKR20210422010800073?did=1195m
2205,코로나 ‘자가검사키트’ 내달 초 약국·인터넷에서 판매,http://news.khan.co.kr/kh_news/khan_art_view.html?artid=202104231048001&code=940601
2206,정부 화이자 코로나 백신 2000만명분 추가 도입...총 9900만명분 확보,http://www.dongascience.com/news/view/46053
2207,코로나19 신규 확진 785명… 나흘째 700명대(상보),http://moneys.mt.co.kr/news/mwView.php?no=2021042409518084639
2208,"박세리, 코로나19 확진 ""격리 후 건강하게 돌아올 것""",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=395286
2209,경남 코로나 확진자 35명 발생…누적 3665명,http://www.busan.com/view/busan/view.php?code=2021042414402767320
2210,코로나로 커피 소비 지각변동…컵커피 지고 캡슐커피 인기 높아져,http://news.mk.co.kr/newsRead.php?no=395624&year=2021
2211,우리가 잠깐 멈추면 코로나는 멀어지죠,http://www.gnmaeil.com/news/articleView.html?idxno=470550
2212,"[횡설수설/김선미]IMF 아빠, 코로나 엄마",https://www.donga.com/news/article/all/20210423/106567734/1
2213,코로나19 신규확진 797명…106일 만에 최다,https://www.nocutnews.co.kr/news/5540944
2214,"종로구, 325억원 규모 코로나19 피해계층 지원",http://www.shinailbo.co.kr/news/articleView.html?idxno=1404047
2215,"함정, 비행단 등 軍 작전부대 코로나19 무더기감염 비상…상륙함 33명 이어 사천비행단 8명 집단감염",http://www.munhwa.com/news/view.html?no=20210425MW161111287916
2216,"윤지성 측 ""코로나19 선제적 검사, 오늘(24일) 팬사인회 취소""[전문]",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=395615
2217,"자녀 챙기느라?...코로나發 실직 충격, 기혼 여성이 남성보다 4배 더 컸다",https://biz.chosun.com/site/data/html_dir/2021/04/22/2021042201481.html?utm_source=naver&utm_medium=original&utm_campaign=biz
2218,"‘애로부부’ 김재우, ‘속터뷰’ 지켜보며 눈물…“코로나19 장기화로 힘든 부부”",http://www.ichannela.com/news/main/news_detailPage.do?publishId=000000247509
2219,"셀트리온, 코로나19 항체 치료제 '렉키로나' 글로벌 임상 3상 환자 모집 및 투약 완료",http://www.incheonilbo.com/news/articleView.html?idxno=1091471
2220,전세계 코로나백신 접종 10억회 돌파...인도 등 접종률 높아도 확진 급증,http://www.dongascience.com/news/view/46057
2221,"코로나가 발목잡네… 현대차, 인도서 '알카자르' 출시 연기",https://www.asiatime.co.kr/article/20210426500267
2222,"에베레스트서 확진자 발생…코로나19, 세계 최고봉까지 도달",http://www.newsis.com/view/?id=NISX20210423_0001418146&cID=10101&pID=10100
2223,"[특징주] 휴마시스, 코로나19 자가검사 항원키트 조건부 허가로 급등세",http://mbnmoney.mbn.co.kr/news/view?news_no=MM1004324622
2224,코로나 자가검사키트 첫 허가...“유증상자 사용하는 보조수단”,https://www.dnews.co.kr/uhtml/view.jsp?idxno=202104252317188820015
2225,"연제구, 75세 이상 어르신 대상 코로나19 백신 접종 시작",http://www.busan.com/view/busan/view.php?code=2021042616353230741
2226,"포항시 민·산·관 기술협력위, 코로나19 극복 중소기업 기술 지원 사업 추진",http://www.kyongbuk.co.kr/news/articleView.html?idxno=2075059
2227,"전남 함평군, 코로나19 사회적 거리두기 선제 대응 빛났다",https://www.wikitree.co.kr/articles/642305
2228,코로나19 자가 진단키트 생산중,http://yna.kr/PYH20210423122800013?did=1196m
2229,박세리 코로나19 확진…뮤지컬배우 손준호와 밀접접촉 후 검사,https://news.imaeil.com/Entertainments/2021042411133286905
2230,불운 이어지는 챔피언 안드레스쿠 코로나 확진까지,http://www.tennis.co.kr/Home/Gateway.php?seq_no=32054
2231,사라지는 대구지역 동네 목욕탕...코로나19 사태로 손님 발길도 '뚝',https://www.yeongnam.com/web/view.php?key=20210423010003449
2232,코로나19 속 연해주 오토바이 축제,http://yna.kr/PYH20210425016800096?did=1196m
2233,"강다니엘, 코로나19 선제적 검사…디크런치 확진 여파[공식]",http://star.mk.co.kr/new/view.php?mc=ST&year=2021&no=395744
2234,경찰·소방 공무원 등 사회필수인력 코로나 백신 접종 시작,https://www.news1.kr/photos/view/?4739567
2235,"코로나19 자가검사키트, 약국·인터넷 구매가능",http://www.bosa.co.kr/news/articleView.html?idxno=2149206
2236,코로나19 신속분자진단검사,http://www.newsis.com/view/?id=NISI20210423_0017380656
2237,코로나19 신규 확진 644명…국내발생 603명,http://tbs.seoul.kr/news/newsView.do?typ_800=6&idx_800=3433216&seq_800=20425793
2238,[코로나-19 여파] 전국 교통량 첫 1% 감소…버스 38%로 크게 줄어,http://www.gukjenews.com/news/articleView.html?idxno=2210304
2239,"[포토] 남해해경청, 26일 코로나19 예방백신 첫 접종",http://www.gukjenews.com/news/articleView.html?idxno=2210821
2240,"[포토] 남해해경청, 26일 코로나19 예방백신 첫 접종",http://www.gukjenews.com/news/articleView.html?idxno=2210821
2241,구미·김천시에서 코로나환자 집단발생,https://www.sedaily.com/NewsView/22L8F43DUS
2242,"충북산학융합본부, 코로나19 극복 임대료 감면 연장",http://www.gukjenews.com/news/articleView.html?idxno=2210826
